# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    37    43    42     0     0     0     0  1215   210
    2    62    44    42     0     0     0     0  1215  1410
    2    62    44    42     0     0     0     0  1215  1410
    2    62    44    42     0     0     0     0  1215  1410
    2    62    44    43     0     0     0     0  1215  1410
    2    62    44    43     0     0     0     0  1215  1410
    2    62    44    43     0     0     0     0  1215  1410
    2    62    45    43     0     0     0     0  1215  1410
    2    62    45    43     0     0     0     0  1215  1410
    2    62    45    43     0     0     0     0  1215  1410
    2    62    45    43     0     0     0     0  1215  1410
    2    62    45    43     0     0     0     0  1215  1410
    2    62    45    43     0     0     0     0  1215  1410
    2    62    45    43     0     0     0     0  1215  1410
    2    62    45    43     0     0     0     0  1215  1410
    2    62    45    43     0     0     0     0  1215  1410
    2    62    45    43     0     0     0     0  1215  1410
    2    62    45    43     0     0     0     0  1215  1410
    2    62    45    44     0     0     0     0  1215  1410
    2    62    45    44     0     0     0     0  1215  1410
    2    63    45    44     0     0     0     0  1215  1410
    2    63    46    44     0     0     0     0  1215  1410
    2    63    46    44     0     0     0     0  1215  1410
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    2    63    46    44     0     0     0     0  1215  1410
