# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    2    70    48    47    91     3     0     0  1215  1410
    2    65    48    47     0     0     0     0  1215  1410
    2    65    48    47     0     0     0     0  1215  1410
    2    40    47    47     0     0     0     0  1215   240
    2    40    47    47     0     0     0     0  1215   210
    2    40    47    47     0     0     0     0  1215   210
    2    39    47    46     0     0     0     0  1215   210
    2    40    47    46     0     0     0     0  1215   210
    2    39    46    46     0     0     0     0  1215   210
    2    39    46    46     0     0     0     0  1215   210
    2    39    46    46     0     0     0     0  1215   210
    2    39    46    46     0     0     0     0  1215   210
    2    39    46    46     0     0     0     0  1215   210
    2    39    46    46     0     0     0     0  1215   210
    2    39    46    46     0     0     0     0  1215   210
    2    39    46    46     0     0     0     0  1215   210
    2    39    46    46     0     0     0     0  1215   210
    2    39    46    46     0     0     0     0  1215   210
    2    39    46    46     0     0     0     0  1215   210
    2    39    46    45     0     0     0     0  1215   210
    2    39    46    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    45    45     0     0     0     0  1215   210
    2    39    44    44     0     0     0     0  1215   210
    2    39    44    45     0     0     0     0  1215   210
    2    39    44    44     0     0     0     0  1215   210
    2    39    44    44     0     0     0     0  1215   210
    2    38    44    44     0     0     0     0  1215   210
    2    38    44    44     0     0     0     0  1215   210
    2    38    44    44     0     0     0     0  1215   210
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    2    38    44    44     0     0     0     0  1215   210
    2    38    44    44     0     0     0     0  1215   210
    2    38    44    44     0     0     0     0  1215   210
    2    38    44    44     0     0     0     0  1215   210
    2    38    44    44     0     0     0     0  1215   210
    2    38    44    44     0     0     0     0  1215   210
    2    38    44    44     0     0     0     0  1215   210
    2    38    44    44     0     0     0     0  1215   210
    2    38    44    44     0     0     0     0  1215   210
    2    38    44    44     0     0     0     0  1215   210
    2    38    44    44     0     0     0     0  1215   210
    2    38    43    43     0     0     0     0  1215   210
    2    38    43    43     0     0     0     0  1215   210
    2    38    43    43     0     0     0     0  1215   210
    2    38    43    43     0     0     0     0  1215   210
    2    38    43    43     0     0     0     0  1215   210
    2    38    43    43     0     0     0     0  1215   210
    2    38    43    43     0     0     0     0  1215   210
    2    38    43    43     0     0     0     0  1215   210
    2    63    44    43     0     0     0     0  1215  1410
    2    63    44    43     0     0     0     0  1215  1410
    2    63    44    44     0     0     0     0  1215  1410
    2    63    44    43     0     0     0     0  1215  1410
    2    66    44    43     9     0     0     0  1215  1410
    2    63    44    43     6     0     0     0  1215  1410
    2    63    45    44     0     0     0     0  1215  1410
    2    64    45    44    45     1     0     0  1215  1410
    2    65    45    44    14     0     0     0  1215  1410
    2    63    45    44     0     0     0     0  1215  1410
    2    63    45    44     4     4     0     0  1215  1410
    2    63    45    44     0     0     0     0  1215  1410
    2    65    45    44    26     0     0     0  1215  1410
    2    63    45    44     0     0     0     0  1215  1410
    2    98    47    47    16    13     0     0  1215  1380
    2    63    45    44    16     0     0     0  1215  1410
    2    65    45    44    49     1     0     0  1215  1410
    2    66    45    44    44     2     0     0  1215  1410
    2    63    45    44    65     1     0     0  1215  1410
    2    65    45    44    12     0     0     0  1215  1410
    2    65    45    44     0     0     0     0  1215  1410
    2    64    45    44     0     0     0     0  1215  1410
    2    70    46    45    21    18     0     0  1215  1410
    2    63    45    44     0     0     0     0  1215  1410
    2    64    45    44    43     1     0     0  1215  1410
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    2    66    45    44    52     1     0     0  1215  1410
    2    65    45    44     7     0     0     0  1215  1410
    2    64    46    45    21    18     0     0  1215  1410
    2   179    47    46     0     0     0     0  1215  1410
    2    64    45    45    30     1     0     0  1215  1410
    2    65    46    45    34     1     0     0  1215  1410
    2    64    46    45     0     0     0     0  1215  1410
    2    63    46    45    21    18     0     0  1215  1410
    2    64    46    45     0     0     0     0  1215  1410
    2    64    46    45    55     1     0     0  1215  1410
    2    66    46    45    47     1     0     0  1215  1410
    2    66    46    45     0     0     0     0  1215  1410
    2    64    46    45    16    14     0     0  1215  1410
    2    64    46    45    10     9     0     0  1215  1410
    2   158    48    50    21    18     0     0  1215  1410
    2    64    46    45     0     0     0     0  1215  1410
    2    66    46    45    54     1     0     0  1215  1410
    2    64    46    45     4     0     0     0  1215  1410
    2    64    46    45    21    18     0     0  1215  1410
    2    63    46    45     0     0     0     0  1215  1410
    2    65    46    45    46     1     0     0  1215  1410
    2    64    46    45     0     0     0     0  1215  1410
    2    64    46    45    21    18     0     0  1215  1410
    2    64    46    45    10     0     0     0  1215  1410
    2    66    46    45    46     1     0     0  1215  1410
    2    64    46    45     0     0     0     0  1215  1410
    2    64    46    45    21    18     0     0  1215  1410
    2    64    46    45    42     1     0     0  1215  1410
    2    66    46    45    14     0     0     0  1215  1410
    2    64    46    45     0     0     0     0  1215  1410
    2    64    46    45    15     0     0     0  1215  1410
    2    65    46    45    47     1     0     0  1215  1410
    2    64    46    45     0     0     0     0  1215  1410
    2   254    48    48    21    18     0     0  1215  1410
    2    64    46    45    20     0     0     0  1215  1410
    2    66    46    45    59     1     0     0  1215  1410
    2    64    46    45     0     0     0     0  1215  1410
    2    64    47    46    21    18     0     0  1215  1410
    2    64    46    45     0     0     0     0  1215  1410
    2    66    46    45    56     1     0     0  1215  1410
    2    64    46    45     0     0     0     0  1215  1410
    2    65    47    45    21    18     0     0  1215  1410
    2    64    46    45    25     0     0     0  1215  1410
    2    66    46    46    49     1     0     0  1215  1410
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    2    64    47    45     0     0     0     0  1215  1410
    2    64    47    46    21    18     0     0  1215  1410
    2   168    49    50     0     0     0     0  1215  1365
    2    64    47    45    60     1     0     0  1215  1410
    2    66    47    45     6     0     0     0  1215  1410
    2    64    47    46     0     0     0     0  1215  1410
    2    65    47    46    12    10     0     0  1215  1410
    2   147    49    49    13    12     0     0  1215  1410
    2    64    47    45    33     0     0     0  1215  1410
    2    66    47    46    42     1     0     0  1215  1410
    2    64    47    46     0     0     0     0  1215  1410
    2    65    47    46    21    18     0     0  1215  1410
    2   267    48    50     0     0     0     0  1215  1410
    2    64    47    46    33     1     0     0  1215  1410
    2    66    47    46    57     1     0     0  1215  1410
    2    66    47    46     0     0     0     0  1215  1410
    2    64    47    46     9     8     0     0  1215  1410
    2    68    47    46    14    12     0     0  1215  1410
    2    64    47    46    14     0     0     0  1215  1410
    2    64    47    46    53     1     0     0  1215  1410
    2    66    47    46     0     0     0     0  1215  1410
    2    65    47    46     6     0     0     0  1215  1410
    2    65    47    46     0     0     0     0  1215  1410
    2   245    49    49    20    17     0     0  1215  1410
    2    65    47    46    22     0     0     0  1215  1410
    2    67    47    46    59     1     0     0  1215  1410
    2    66    47    46    22     0     0     0  1215  1410
    2    65    47    46     0     0     0     0  1215  1410
    2    65    47    46     0     0     0     0  1215  1410
    2    67    47    46    50     1     0     0  1215  1410
    2    65    47    46     0     0     0     0  1215  1410
    2    64    48    46    21    18     0     0  1215  1410
    2    65    47    47     0     0     0     0  1215  1410
    2    65    47    46    65     1     0     0  1215  1410
    2    67    47    46    23     0     0     0  1215  1410
    2    65    47    46     0     0     0     0  1215  1410
    2    65    47    46    21    18     0     0  1215  1410
    2    65    47    46     0     0     0     0  1215  1410
    2    65    47    46    55     1     0     0  1215  1410
    2    67    47    46    52     1     0     0  1215  1410
    2    65    47    46     0     0     0     0  1215  1410
    2    65    47    46     0     0     0     0  1215  1410
    2    67    47    46    53     1     0     0  1215  1410
    2    66    47    46    32     1     0     0  1215  1410
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    2    65    47    46     0     0     0     0  1215  1410
    2    64    49    50     2     2     0     0  1215  1410
    2    65    47    46    44     1     0     0  1215  1410
    2    67    47    46    11     0     0     0  1215  1410
    2    65    48    46     0     0     0     0  1215  1410
    2    66    48    47    15    13     0     0  1215  1410
    2    65    47    46    30     0     0     0  1215  1410
    2    67    47    46    39     1     0     0  1215  1410
    2    65    48    46     0     0     0     0  1215  1410
    2   129    48    47     0     0     0     0  1215  1395
    2    65    47    46    39     1     0     0  1215  1410
    2    67    48    46    42     1     0     0  1215  1410
    2    67    48    47     0     0     0     0  1215  1410
    2    65    48    47     0     0     0     0  1215  1410
    2    65    48    47    21    18     0     0  1215  1410
    2    65    48    46     0     0     0     0  1215  1410
    2    67    48    46    55     1     0     0  1215  1410
    2    66    48    46    29     1     0     0  1215  1410
    2    65    48    47     0     0     0     0  1215  1410
    2    66    48    47    21    18     0     0  1215  1410
    2    65    48    51     0     0     0     0  1215  1365
    2    65    48    46    44     1     0     0  1215  1410
    2    67    48    46    59     1     0     0  1215  1410
    2    67    48    47     0     0     0     0  1215  1410
    2    65    48    47     1     0     0     0  1215  1410
    2   214    49    48     0     0     0     0  1215  1395
    2    65    48    46    32     1     0     0  1215  1410
    2    66    48    46    62     1     0     0  1215  1410
    2    67    48    47    21     0     0     0  1215  1410
    2    65    48    47     0     0     0     0  1215  1410
    2    68    48    47   100     3     0     0  1215  1410
    2    65    48    47     0     0     0     0  1215  1410
    2   158    50    52    15    12     0     0  1215  1365
    2    65    48    47     0     0     0     0  1215  1410
    2    65    48    47    44     1     0     0  1215  1410
    2    67    48    47    40     1     0     0  1215  1410
    2    65    48    47     0     0     0     0  1215  1410
    2    65    48    47    12    10     0     0  1215  1410
    2    64    49    47    21    18     0     0  1215  1395
    2    65    48    47    19     0     0     0  1215  1410
    2    65    48    47    57     1     0     0  1215  1410
    2    67    48    47    50     1     0     0  1215  1410
    2    67    48    47     3     0     0     0  1215  1410
    2    65    48    47     0     0     0     0  1215  1410
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    2    65    48    47    21    18     0     0  1215  1410
    2   195    49    48     0     0     0     0  1215  1395
    2    65    48    47    37     1     0     0  1215  1410
    2    66    48    47    52     1     0     0  1215  1410
    2    67    48    47     7     1     0     0  1215  1410
    2    65    48    47     0     0     0     0  1215  1410
    2    66    48    47    18    15     0     0  1215  1410
    2    65    50    50     4     4     0     0  1215  1410
    2    65    48    47    25     0     0     0  1215  1410
    2    68    48    47    59     1     0     0  1215  1410
    2    68    48    47    48     1     0     0  1215  1410
    2    66    48    47     1     0     0     0  1215  1410
    2    65    48    47     0     0     0     0  1215  1410
    2    67    49    48    16    13     0     0  1215  1410
    2    65    48    47    34     1     0     0  1215  1410
    2    67    48    47    21     0     0     0  1215  1410
    2    65    48    47     4     4     0     0  1215  1410
    2    69    49    47     7     6     0     0  1215  1410
    2    65    48    47    27     1     0     0  1215  1410
    2    67    48    47    43     1     0     0  1215  1410
    2    65    48    47     0     0     0     0  1215  1410
    2    65    48    47    21    18     0     0  1215  1410
    2   279    50    51    21    18     0     0  1215  1395
    2    65    48    47     0     0     0     0  1215  1410
    2    65    48    47    41     1     0     0  1215  1410
    2    67    48    47    52     1     0     0  1215  1410
    2    65    48    47     0     0     0     0  1215  1410
    2    65    49    47     4     4     0     0  1215  1410
    2   184    49    48    21    18     0     0  1215  1410
    2    65    48    47     0     0     0     0  1215  1410
    2    65    48    47    37     1     0     0  1215  1410
    2    67    48    47    50     1     0     0  1215  1410
    2    66    48    47     0     0     0     0  1215  1410
    2    66    49    48    21    18     0     0  1215  1410
    2    65    48    47    14     0     0     0  1215  1410
    2    66    48    47    61     1     0     0  1215  1410
    2    68    49    47    34     1     0     0  1215  1410
    2    67    49    47     0     0     0     0  1215  1410
    2    66    49    47     0     0     0     0  1215  1410
    2    95    49    48     0     0     0     0  1215  1410
    2    65    48    47    18     0     0     0  1215  1410
    2    66    49    47    39     1     0     0  1215  1410
    2    67    49    47    33     1     0     0  1215  1410
    2    65    49    47     0     0     0     0  1215  1410
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    2    66    49    47    17    14     0     0  1215  1410
    2   206    50    50    19    17     0     0  1215  1395
    2    65    49    47     0     0     0     0  1215  1410
    2    66    49    47    45     1     0     0  1215  1410
    2    68    49    47    52     1     0     0  1215  1410
    2    67    49    47     8     0     0     0  1215  1410
    2    66    49    48     0     0     0     0  1215  1410
    2    66    49    48    21    18     0     0  1215  1410
    2    65    49    52     0     0     0     0  1215  1395
    2    66    49    47    36     1     0     0  1215  1410
    2    68    49    47    53     1     0     0  1215  1410
    2    67    49    47    19     0     0     0  1215  1410
    2    67    49    47     0     0     0     0  1215  1410
    2    66    49    48    17    14     0     0  1215  1410
    2    65    49    49     0     0     0     0  1215  1395
    2    66    49    47     0     0     0     0  1215  1410
    2    67    49    47    54     1     0     0  1215  1410
    2    66    49    48     0     0     0     0  1215  1410
    2    66    49    48     7     6     0     0  1215  1410
    2    66    49    47     0     0     0     0  1215  1410
    2    67    49    48    50     1     0     0  1215  1410
    2    68    49    48    11     0     0     0  1215  1410
    2    66    49    48     0     0     0     0  1215  1410
    2    66    49    48    21    18     0     0  1215  1410
    2    67    50    49     6     4     0     0  1215  1410
    2    66    49    47     3     0     0     0  1215  1410
    2    66    49    48    52     1     0     0  1215  1410
    2    68    49    47    22     0     0     0  1215  1410
    2    68    49    48     0     0     0     0  1215  1410
    2    66    49    48     0     0     0     0  1215  1410
    2    66    49    48    21    18     0     0  1215  1410
    2    66    49    48    21    18     0     0  1215  1410
    2    66    51    52     0     0     0     0  1215  1410
    2    66    49    48     0     0     0     0  1215  1410
    2    66    49    48     0     0     0     0  1215  1410
    2    66    49    47     0     0     0     0  1215  1410
    2    66    49    47     0     0     0     0  1215  1410
    2    66    49    47     0     0     0     0  1215  1410
    2    66    49    47     0     0     0     0  1215  1410
    2    67    49    48    17     0     0     0  1215  1410
    2    66    49    48     5     3     0     0  1215  1410
    2    67    49    48    13     0     0     0  1215  1410
    2    66    49    47     4     2     0     0  1215  1410
    2   156    49    48    32     1     0     0  1215  1410
# gpu   pwr gtemp mtemp    sm   mem   enc   dec  mclk  pclk
# Idx     W     C     C     %     %     %     %   MHz   MHz
    2    66    49    48     0     0     0     0  1215  1410
    2    71    49    48    28     1     0     0  1215  1410
    2    67    49    48     2     0     0     0  1215  1410
    2    66    49    47     4     3     0     0  1215  1410
    2    75    49    48    25     0     0     0  1215  1410
    2    67    49    47    12     0     0     0  1215  1410
    2    66    49    47     5     3     0     0  1215  1410
    2    65    49    48    39     1     0     0  1215  1410
    2    67    49    48    39     1     0     0  1215  1410
    2    65    49    47     0     0     0     0  1215  1410
    2    66    49    48    13     0     0     0  1215  1410
    2    67    49    47    15     0     0     0  1215  1410
    2    67    49    47     5     3     0     0  1215  1410
    2    67    49    47    35     1     0     0  1215  1410
    2    65    49    47     2     0     0     0  1215  1410
    2   147    49    48     8     3     0     0  1215  1410
    2    67    49    48    39     1     0     0  1215  1410
    2    65    49    48     5     3     0     0  1215  1410
    2   116    49    49    28     0     0     0  1215  1410
    2    66    49    47    24     0     0     0  1215  1410
    2    66    49    47     5     2     0     0  1215  1410
    2    66    49    47    36     1     0     0  1215  1410
